,시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
10653,사랑더하기약국,반려동물업,반려의료,동물약국,서울특별시,강동구,명일동,,345-20 번지,양재대로,1588 번,37.54727169,127.143671,5295.0,서울특별시 강동구 양재대로 1588,서울특별시 강동구 명일동 345-20,0507-1371-7645,정보없음,매주 일요일,"월~금 08:30~20:00, 토 08:30~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10654,사랑동물병원,반려동물업,반려의료,동물병원,서울특별시,강북구,수유동,,319-12 번지,삼양로123길,6-12 번,37.6453756,127.015337,1029.0,서울특별시 강북구 삼양로123길 6-12,서울특별시 강북구 수유동 319-12,02-991-4304,정보없음,연중무휴,"월~토 10:00~19:30, 일 13:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10655,사랑동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,길동,,345-5 번지,천중로49길,4 번,37.54117207,127.143038,5303.0,서울특별시 강동구 천중로49길 4,서울특별시 강동구 길동 345-5,02-6403-1750,정보없음,매주 일요일,월~토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10656,사랑동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,구로동,,152-6 번지,도림로,98 번,37.49085189,126.893908,8369.0,서울특별시 구로구 도림로 98,서울특별시 구로구 구로동 152-6,02-851-1368,정보없음,매주 일요일,"월~금 10:00~20:00, 토 10:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10675,사랑약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,,727 번지,노해로,482 번,37.65427253,127.061717,1751.0,서울특별시 노원구 노해로 482,서울특별시 노원구 상계동 727,070-8885-5422,정보없음,정보없음,월~금 09:00~20:00 토 09:00~16:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10676,사랑약국,반려동물업,반려의료,동물약국,서울특별시,종로구,구기동,,110-1 번지,진흥로,432 번,37.60819029,126.956582,3012.0,서울특별시 종로구 진흥로 432,서울특별시 종로구 구기동 110-1,02-379-5632,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10677,사랑약국,반려동물업,반려의료,동물약국,서울특별시,동작구,사당동,,147-76 번지,사당로,303 번,37.48542692,126.98114,7008.0,서울특별시 동작구 사당로 303,서울특별시 동작구 사당동 147-76,02-540-8639,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~21:00, 토 08:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10678,사랑약국,반려동물업,반려의료,동물약국,서울특별시,관악구,남현동,,1060-3 번지,남부순환로,2082-33 번,37.47615839,126.980383,8806.0,서울특별시 관악구 남부순환로 2082-33,서울특별시 관악구 남현동 1060-3,02-597-1730,정보없음,매주 일요일,"월~금 5:00~6:30, 토 9:00~2:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10701,사랑온누리약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,,158-14 번지,삼성로92길,27 번,37.50837869,127.058532,6169.0,서울특별시 강남구 삼성로92길 27,서울특별시 강남구 삼성동 158-14,02-555-1130,정보없음,매주 일요일,"월~금 09:10~20:00, 토 09:10~14:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10711,사랑의 동물병원,반려동물업,반려의료,동물병원,서울특별시,강북구,미아동,,1353-5 번지,솔샘로,184 번,37.61995872,127.012851,1192.0,서울특별시 강북구 솔샘로 184,서울특별시 강북구 미아동 1353-5,02-983-8575,정보없음,"매주 일요일, 법정공휴일","월~금 10:00~19:00, 토 10:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10714,사랑의동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,양재동,,257-2 번지,마방로6길,18 번,37.47482287,127.042174,6777.0,서울특별시 서초구 마방로6길 18,서울특별시 서초구 양재동 257-2,02-577-7475,http://cafe.daum.net/sarangah,연중무휴,"수~월 09:00~20:00, 화 09:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10716,사랑의약국,반려동물업,반려의료,동물약국,서울특별시,서초구,잠원동,,75-13 번지,신반포로,165 번,37.50572512,127.002172,6512.0,서울특별시 서초구 신반포로 165,서울특별시 서초구 잠원동 75-13,02-3476-2273,정보없음,매주 일요일,"월~금 09:00~20:00, 토 09:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10721,사랑이있는동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,명일동,,329-1 번지,구천면로,446 번,37.54927571,127.147747,5293.0,서울특별시 강동구 구천면로 446,서울특별시 강동구 명일동 329-1,02-428-7893,정보없음,매주 일요일,"월~금 09:30~20:00, 토 09:30~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10725,사랑찬약국,반려동물업,반려의료,동물약국,서울특별시,관악구,남현동,,612-51 번지,과천대로,909 번,37.4714704,126.982466,8808.0,서울특별시 관악구 과천대로 909,서울특별시 관악구 남현동 612-51,02-522-0731,http://lovechan.ad-media.kr/main,연중무휴,"월~금 10:00~22:00, 토 10:00~22:00, 일 10:00~22:00, 법정공휴일 10:00~22:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10729,사랑플러스약국,반려동물업,반려의료,동물약국,서울특별시,강남구,도곡동,,527-3 번지,선릉로,225 번,37.49536487,127.05272,6276.0,서울특별시 강남구 선릉로 225,서울특별시 강남구 도곡동 527-3,02-561-1014,정보없음,연중무휴,"월~금 09:00~19:00, 토 09:30~15:00, 일 09:30~13:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10735,사랑해똥깡아지,반려동물업,반려동물 서비스,미용,서울특별시,은평구,대조동,,218-26 번지,연서로24길,10 번,37.61598519,126.919761,3387.0,서울특별시 은평구 연서로24길 10,서울특별시 은평구 대조동 218-26,,https://www.instagram.com/ijeonga2547/,연중무휴,매일 10:00~19:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
10738,사랑해요동물병원,반려동물업,반려의료,동물병원,서울특별시,도봉구,쌍문동,,262-10 번지,시루봉로,59 번,37.65618486,127.027721,1375.0,서울특별시 도봉구 시루봉로 59,서울특별시 도봉구 쌍문동 262-10,02-907-7512,정보없음,매주 일요일,"월~금 09:30~19:00, 토 09:30~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10739,사랑해줄개,반려동물업,반려동물 서비스,미용,서울특별시,도봉구,도봉동,,600-1 번지,도봉로,817 번,37.67741777,127.044638,1307.0,서울특별시 도봉구 도봉로 817,서울특별시 도봉구 도봉동 600-1,02-954-6200,https://www.instagram.com/alldog_salon/,연중무휴,매일 10:00~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"강아지미용, 용품",없음,2022-11-30
10750,사비나미술관,반려동물업,반려동반여행,미술관,서울특별시,은평구,진관동,,9999-2 번지,진관1로,93 번,37.63012857,126.929276,3310.0,서울특별시 은평구 진관1로 93,서울특별시 은평구 진관동 9999-2,02-736-4371,www.savinamuseum.com,매주 월요일,화~일 09:30~18:30,Y,7000원,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,미술관,없음,2022-11-30
10770,사직커피,반려동물업,반려동물식당카페,카페,서울특별시,종로구,사직동,,303 번지,사직로,49-4 번,37.5738226,126.965057,3028.0,서울특별시 종로구 사직로 49-4,서울특별시 종로구 사직동 303,070-8845-3527,http://www.instagram.com/sazikcoffee,연중무휴,매일 11:30~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022-11-30
10792,산들약국,반려동물업,반려의료,동물약국,서울특별시,강동구,암사동,,414-18 번지,고덕로,133 번,37.55525285,127.140347,5236.0,서울특별시 강동구 고덕로 133,서울특별시 강동구 암사동 414-18,02-3428-1231,정보없음,연중무휴,"월~토 09:00~21:00, 일 11:00~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10800,산소망약국,반려동물업,반려의료,동물약국,서울특별시,강서구,등촌동,,663-3 번지,화곡로63길,133 번,37.55883594,126.845649,7590.0,서울특별시 강서구 화곡로63길 133,서울특별시 강서구 등촌동 663-3,02-3663-1113,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10811,산책 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,구수동,,56-8 번지,창전로,50-1 번,37.54686443,126.93265,4087.0,서울특별시 마포구 창전로 50-1,서울특별시 마포구 구수동 56-8,02-715-7575,https://www.instagram.com/sanchaek7575/,매주 목요일,"월~수, 금~토 10:00~20:00, 일 09:00~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10812,산책 프리미엄펫살롱,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,논현동,,10-18 번지,논현로145길,40 번,37.51709236,127.025408,6040.0,서울특별시 강남구 논현로145길 40-5,서울특별시 강남구 논현동 10-18,0507-1305-2392,https://blog.naver.com/kim_nina,연중무휴,"매일, 법정공휴일 11:00~20:00",Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,사전예약 필수,없음,2022-11-30
10817,산책동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신정동,,324-7 번지,목동서로,401 번,37.51541022,126.859609,8092.0,서울특별시 양천구 목동서로 401,서울특별시 양천구 신정동 324-7,02-2653-3335,https://www.instagram.com/takingwalk/,매주 일요일,"월~금 10:00~19:00, 토 10:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10831,산호약국,반려동물업,반려의료,동물약국,서울특별시,성동구,도선동,,253-13 번지,왕십리로,328-1 번,37.56275304,127.03345,4709.0,서울특별시 성동구 왕십리로 328-1,서울특별시 성동구 도선동 253-13,02-2298-5414,정보없음,법정공휴일,"월~금 09:00~21:00, 토 09:00~20:00, 일 10:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10834,살랑그루밍,반려동물업,반려동물 서비스,미용,서울특별시,은평구,진관동,,84 번지,진관2로,57 번,37.63519653,126.926054,3306.0,서울특별시 은평구 진관2로 57-37,서울특별시 은평구 진관동 84,0507-1390-7023,https://www.instagram.com/salrang_grooming/,매주 월요일,화~일 10:00~05:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
10835,살롱드꽃개,반려동물업,반려동물 서비스,미용,서울특별시,양천구,신정동,,325 번지,목동동로,10 번,37.50775811,126.86131,8098.0,서울특별시 양천구 목동동로 10,서울특별시 양천구 신정동 325,0507-1404-2543,https://www.instagram.com/salon_de_flowerdog/,정보없음,정보없음,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
10844,살맛나는온누리약국,반려동물업,반려의료,동물약국,서울특별시,구로구,항동,,122 번지,서해안로,2098 번,37.47998448,126.823167,8368.0,서울특별시 구로구 서해안로 2098,서울특별시 구로구 항동 122,02-2687-7575,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~13:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10848,삼거리약국,반려동물업,반려의료,동물약국,서울특별시,구로구,고척동,,51-18 번지,경인로47길,107 번,37.50340211,126.863627,8223.0,서울특별시 구로구 경인로47길 107,서울특별시 구로구 고척동 51-18,02-2689-3389,정보없음,정보없음,정보없음,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10854,삼기약국,반려동물업,반려의료,동물약국,서울특별시,노원구,중계동,,58-64 번지,중계로,120 번,37.64633482,127.08179,1726.0,서울특별시 노원구 중계로 120,서울특별시 노원구 중계동 58-64,02-3391-7698,정보없음,매주 일요일,"월~금 09:00~20:00, 토 09:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10855,삼남매약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,여의도동,,41-2 번지,여의대방로,417 번,37.52106079,126.934313,7340.0,서울특별시 영등포구 여의대방로 417,서울특별시 영등포구 여의도동 41-2,02-3775-1333,정보없음,법정공휴일,"월~금 09:00~20:00, 토 09:00~20:00, 일 15:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10862,삼마네개냥이,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동대문구,이문동,,345-7 번지,이문로9길,8 번,37.59296999,127.057435,2451.0,서울특별시 동대문구 이문로9길 8,서울특별시 동대문구 이문동 345-7,02-964-0112,정보없음,매주 목요일,금~수 11:00~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
10879,삼색이동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,상수동,,402 번지,독막로20나길,22 번,37.54606939,126.924895,4076.0,서울특별시 마포구 독막로20나길 22,서울특별시 마포구 상수동 402,02-3144-3253,https://blog.naver.com/samsaeki_ah,연중무휴,매일 09:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10882,삼성건강약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,,1-3 번지,선릉로130길,5 번,37.51673558,127.042065,6088.0,서울특별시 강남구 선릉로130길 5,서울특별시 강남구 삼성동 1-3,02-517-3520,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~20:00, 토 09:30~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10884,삼성도담약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,,49-12 번지,봉은사로,469 번,37.51258807,127.050792,6096.0,서울특별시 강남구 봉은사로 469,서울특별시 강남구 삼성동 49-12,02-543-6610,정보없음,매주 일요일,"월~금 09:30~20:00, 토 10:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10889,삼성동물병원(서울 강북),반려동물업,반려의료,동물병원,서울특별시,강북구,미아동,,813 번지,삼양로19길,25 번,37.61569432,127.021139,1200.0,서울특별시 강북구 삼양로19길 25,서울특별시 강북구 미아동 813,02-980-2340,https://blog.naver.com/samsung_vet,법정공휴일,"월~금 10:00~19:00, 토, 법정공휴일 10:00~18:00, 일 15:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10893,삼성동물종합병원,반려동물업,반려의료,동물병원,서울특별시,도봉구,쌍문동,,88-115 번지,도봉로,499 번,37.65019067,127.035312,1442.0,서울특별시 도봉구 도봉로 499,서울특별시 도봉구 쌍문동 88-115,0507-1417-7594,정보없음,연중무휴,"월~토 09:00~20:00, 일 09:30~19:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10896,삼성미술관 Leeum,반려동물업,반려동반여행,미술관,서울특별시,용산구,한남동,,742-1 번지,이태원로55길,60-16 번,37.53846127,126.999294,4348.0,서울특별시 용산구 이태원로55길 60-16,서울특별시 용산구 한남동 742-1,02-2014-6900,www.leeum.org,전시공연에 따라 변동,매일 10:30~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022-11-30
10897,삼성수약국,반려동물업,반려의료,동물약국,서울특별시,송파구,신천동,,7-29 번지,올림픽로35길,123 번,37.51657779,127.101226,5510.0,서울특별시 송파구 올림픽로35길 123,서울특별시 송파구 신천동 7-29,02-2152-7577,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~19:30, 토 09:00~14:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10912,삼성온누리약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,,159 번지,테헤란로87길,58 번,37.51201518,127.05754,6164.0,서울특별시 강남구 테헤란로87길 58,서울특별시 강남구 삼성동 159,02-552-5612,정보없음,격주 일요일,"월~금 08:10~20:50, 토 08:30~17:30, 일 11:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10913,삼성온누리약국,반려동물업,반려의료,동물약국,서울특별시,강남구,대치동,,946-1 번지,테헤란로,534 번,37.50803818,127.062796,6181.0,서울특별시 강남구 테헤란로 534,서울특별시 강남구 대치동 946-1,02-566-0954,http://mobile-homepage.co.kr/samsung-onnuri,"매주 토, 일",월~금 09:00~19:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10919,삼성정다운약국,반려동물업,반려의료,동물약국,서울특별시,강남구,일원동,,684-1 번지,일원로,37 번,37.49048263,127.081243,6343.0,서울특별시 강남구 일원로 37,서울특별시 강남구 일원동 684-1,02-459-9318,https://www.instagram.com/3s.friendly_pharmacy/,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10920,삼성제일약국,반려동물업,반려의료,동물약국,서울특별시,강남구,일원동,,644-4 번지,양재대로55길,7 번,37.49133763,127.087747,6342.0,서울특별시 강남구 양재대로55길 7,서울특별시 강남구 일원동 644-4,02-459-5511,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10924,삼성참약사 약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,,157-36 번지,테헤란로,505 번,37.50757031,127.05744,6168.0,서울특별시 강남구 테헤란로 505,서울특별시 강남구 삼성동 157-36,02-555-1969,정보없음,매주 토요일,"월,화 08:30~20:30, 수, 목 08:30~20:00, 금 08:30~19:30, 일 11:30~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10925,삼성출판박물관,반려동물업,반려동반여행,박물관,서울특별시,종로구,구기동,,126-4 번지,비봉길,2-2 번,37.60869773,126.957076,3007.0,서울특별시 종로구 비봉길 2-2,서울특별시 종로구 구기동 126-4,02-394-6544,http://ssmop.org,"매주 토, 일",월~금 10:00~17:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022-11-30
10927,삼성해든약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,,156-5 번지,삼성로,520 번,37.5087063,127.05592,6167.0,서울특별시 강남구 삼성로 520,서울특별시 강남구 삼성동 156-5,0507-1308-0361,정보없음,연중무휴,"월~금 08:00~23:00, 토~일 11:00~22:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10943,삼양동물병원,반려동물업,반려의료,동물병원,서울특별시,강북구,미아동,,734-258 번지,삼양로,190 번,37.62083549,127.020901,1174.0,서울특별시 강북구 삼양로 190,서울특별시 강북구 미아동 734-258,02-989-9552,정보없음,정보없음,정보없음,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
10944,삼양약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,,773-10 번지,솔매로,80 번,37.62484558,127.021076,1168.0,서울특별시 강북구 솔매로 80,서울특별시 강북구 미아동 773-10,02-989-9088,정보없음,"매주 일요일, 법정공휴일","월~금 08:10~18:30, 토 08:10~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10949,삼육대학교박물관,반려동물업,반려동반여행,박물관,서울특별시,노원구,공릉동,,26-21 번지,화랑로,815 번,37.64335737,127.10885,1795.0,서울특별시 노원구 화랑로 815,서울특별시 노원구 공릉동 26-21,02-3399-3065,https://www.syu.ac.kr/museum/,"매주 토, 일","월~목 10:00~16:00, 금 10:00~14:00",Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022-11-30
10953,삼전다정약국,반려동물업,반려의료,동물약국,서울특별시,송파구,삼전동,,7-6 번지,삼전로,66 번,37.50448673,127.088601,5606.0,서울특별시 송파구 삼전로 66,서울특별시 송파구 삼전동 7-6,02-421-7577,정보없음,매주 일요일,"월~금 09:00~19:00, 토 09:00~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10956,삼주약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,,118-20 번지,신목로,86 번,37.52231551,126.874766,8009.0,서울특별시 양천구 신목로 86,서울특별시 양천구 신정동 118-20,02-2646-5776,정보없음,연중무휴,매일 09:00~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10963,삼층약국,반려동물업,반려의료,동물약국,서울특별시,성북구,길음동,,1276 번지,동소문로,248 번,37.6034576,127.024541,2735.0,서울특별시 성북구 동소문로 248,서울특별시 성북구 길음동 1276,02-915-0022,정보없음,법정공휴일,"월~금 09:00~19:00, 토 09:00~16:00, 일 09:00~12:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10967,삼평약국,반려동물업,반려의료,동물약국,서울특별시,동작구,상도동,,320-21 번지,상도로,102 번,37.4999427,126.931776,7041.0,서울특별시 동작구 상도로 102,서울특별시 동작구 상도동 320-21,070-4115-8773,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10978,삼화약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,청량리동,,264 번지,왕산로,207 번,37.58086205,127.045778,2490.0,서울특별시 동대문구 왕산로 207,서울특별시 동대문구 청량리동 264,02-962-5324,정보없음,연중무휴,"월~토 08:30~21:00, 일, 법정공휴일 10:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10979,삼화약국,반려동물업,반려의료,동물약국,서울특별시,금천구,시흥동,,905-8 번지,은행나무로,12-1 번,37.45009704,126.904024,8631.0,서울특별시 금천구 은행나무로 12-1,서울특별시 금천구 시흥동 905-8,02-803-4167,정보없음,연중무휴,매일 09:00~22:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10982,삼화온누리약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,,121-19 번지,도봉로,196 번,37.62614369,127.026574,1157.0,서울특별시 강북구 도봉로 196,서울특별시 강북구 미아동 121-19,02-982-0955,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~16:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10986,상계온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,,1285 번지,덕릉로,780 번,37.66669198,127.079126,1647.0,서울특별시 노원구 덕릉로 780,서울특별시 노원구 상계동 1285,02-935-1777,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10987,상계우리들약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,,169-330 번지,한글비석로,416 번,37.66170233,127.070637,1668.0,서울특별시 노원구 한글비석로 416,서울특별시 노원구 상계동 169-330,02-951-0735,정보없음,매주 일요일,"월~금 09:00~20:30, 토 09:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10996,상도프라자약국,반려동물업,반려의료,동물약국,서울특별시,동작구,상도동,,475-6 번지,상도로,356 번,37.49676179,126.952824,7040.0,서울특별시 동작구 상도로 356,서울특별시 동작구 상도동 475-6,02-599-9270,정보없음,연중무휴,"월~금 09:00~21:00, 토~일 09:00~18:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
10997,상도힐링동물병원,반려동물업,반려의료,동물병원,서울특별시,동작구,상도동,,486-7 번지,상도로,353 번,37.49727723,126.953194,6977.0,서울특별시 동작구 상도로 353,서울특별시 동작구 상도동 486-7,02-812-7512,https://blog.naver.com/healing7512,연중무휴,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
11014,상명대학교박물관,반려동물업,반려동반여행,박물관,서울특별시,종로구,평창동,,577-7 번지,평창문화로,151 번,37.61058458,126.975762,3004.0,서울특별시 종로구 평창문화로 151,서울특별시 종로구 평창동 577-7,02-781-7920,https://museum.smu.ac.kr,"매주 토, 일, 법정공휴일, 개교기념일",월~금 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022-11-30
11020,상봉태평양약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,상봉동,,113-4 번지,면목로,481 번,37.59477641,127.085653,2137.0,서울특별시 중랑구 면목로 481,서울특별시 중랑구 상봉동 113-4,02-432-2019,정보없음,매주 일요일,"월~목 08:00~21:00, 화~수 08:00~20:30, 금 08:00~20:00, 토 08:00~16:00, 법정공휴일 12:00~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11027,상아동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신정동,,995-4 번지,목동로,181 번,37.52467449,126.864382,8022.0,서울특별시 양천구 목동로 181,서울특별시 양천구 신정동 995-4,02-2644-0069,https://blog.naver.com/sanga0069,연중무휴,"월~금 10:00~21:00, 토, 법정공휴일 10:00~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
11031,상아약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,,322-1 번지,도봉로,143 번,37.62153479,127.027706,1176.0,서울특별시 강북구 도봉로 143,서울특별시 강북구 미아동 322-1,02-985-3212,정보없음,연중무휴,"월~토 09:00~22:00, 일, 법정공휴일 09:00~19:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
11032,상아약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,망우동,,410-1 번지,용마산로,494 번,37.59497573,127.100268,2182.0,서울특별시 중랑구 용마산로 494,서울특별시 중랑구 망우동 410-1,02-434-0118,정보없음,연중무휴,"월~금 08:30~20:00, 토~일, 법정공휴일 08:30~19:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
